highest
bad
good
bad
bad
rookie
bad
bad
rookie
bad
bad
good
bad
bad
bad
rookie
rookie
bad
good
bad
bad
bad
bad
rookie
bad
bad
bad
good
bad
allstar
bad
rookie
bad
bad
rookie
bad
bad
bad
allstar
bad
great
bad
good
rookie
bad
rookie
allstar
great
rookie
bad
bad
bad
rookie
bad
bad
bad
bad
rookie
rookie
bad
bad
bad
bad
bad
bad
bad
rookie
bad
bad
good
good
rookie
good
